SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
16:09:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:57:38 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:57:45 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:57:45 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:57:45 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:57:56 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:57:56 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:57:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:58:11 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
12:58:11 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:58:11 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:58:11 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:58:11 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:58:16 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
12:58:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:58:22 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
12:58:22 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
12:58:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:58:28 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:58:28 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:58:28 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:58:31 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:58:31 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:58:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:58:32 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:58:32 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:58:36 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
12:58:36 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:58:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:58:39 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=4, pulse_cd=1, pulse_base_cd=1)
12:58:39 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:58:43 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
12:58:43 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:58:45 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:58:48 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:58:48 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:58:51 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:58:51 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
12:58:51 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:58:54 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
12:58:54 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
12:58:54 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:58:58 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:58:58 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:58:58 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:59:00 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:59:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:59:04 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
12:59:04 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:59:06 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
12:59:12 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:13 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:13 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:13 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:13 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:14 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:14 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:14 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:14 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:14 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:15 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:15 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:15 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:15 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:16 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:16 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:16 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:16 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:16 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:17 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:17 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:17 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:21 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:59:23 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:59:24 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:59:39 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:59:39 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
12:59:44 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
12:59:44 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
12:59:48 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:59:51 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
12:59:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
12:59:55 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
12:59:55 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
12:59:55 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
12:59:58 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
12:59:58 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:00:02 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:00:02 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:00:02 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:00:02 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:00:02 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:00:06 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
13:00:06 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:00:12 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:00:12 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:00:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:02:02 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:02:02 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:02:02 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:02:11 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:02:11 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:02:11 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:02:21 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:02:21 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:02:21 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:03 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:08:03 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:08:03 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:08:06 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:08:06 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:08:06 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:10 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:08:10 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:08:10 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:08:16 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:08:16 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:08:16 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:19 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:08:19 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:08:19 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:08:22 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:08:22 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:32 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:08:32 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:08:32 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:08:36 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:08:36 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:08:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:40 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:08:40 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:08:40 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:08:46 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:08:46 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:47 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:08:47 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:08:47 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:08:53 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:08:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:57 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:08:57 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:08:57 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:08:57 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:08:57 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:09:01 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:09:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:09:03 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:09:03 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:09:03 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:09:13 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:09:13 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:09:13 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:09:17 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:09:17 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:09:17 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:09:19 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:09:19 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:09:30 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:09:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:09:32 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:09:32 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:09:32 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:09:36 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:09:36 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:09:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:09:49 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:09:49 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:09:49 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:09:49 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:09:49 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:09:54 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:09:54 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:09:54 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:10:00 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:10:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:10:03 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:10:03 DEBUG: character_update emitted (hp={'current': 8, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:10:15 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:10:24 DEBUG: character_update emitted (hp={'current': 2, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:10:24 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:10:28 DEBUG: character_update emitted (hp={'current': 2, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:10:28 DEBUG: character_update emitted (hp={'current': 2, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:10:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:10:34 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:10:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:10:38 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:10:38 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:10:38 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:10:44 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:10:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:10:49 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:10:49 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:10:49 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:10:56 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:10:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:11:10 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:11:10 DEBUG: character_update emitted (hp={'current': 22, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:16 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:11:20 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:11:20 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:11:20 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:11:25 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:11:26 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:27 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:11:31 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:31 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:11:35 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:36 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:36 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:36 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:36 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:37 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:37 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:37 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:37 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:11:41 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:11:45 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:11:45 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:11:45 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:11:54 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:11:54 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:11:59 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:11:59 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:11:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:14:33 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:14:33 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:14:41 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:14:41 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:14:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:14:44 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:14:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:14:46 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:14:46 DEBUG: character_update emitted (hp={'current': 27, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:14:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:14:47 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:14:47 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:14:48 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:14:48 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:14:48 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:14:55 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:14:55 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:15:03 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:15:03 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:15:05 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:15:11 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:15:13 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:15:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:15:27 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:15:45 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:15:45 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:15:48 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:16:09 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:16:09 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:16:09 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:16:13 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:16:13 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:16:13 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:16:15 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:16:15 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:16:23 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:16:23 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:16:26 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:16:32 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:16:33 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:16:36 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:16:36 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:16:36 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:16:36 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:16:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:16:39 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=1, pulse_cd=1, pulse_base_cd=1)
13:16:39 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
